label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
a,0.0,0.0,0.4,-0.07058823529411765,0.7176470588235294,-0.3176470588235294,0.9294117647058824,-0.5647058823529412,0.9764705882352941,-0.7647058823529411,0.5411764705882353,-0.6941176470588235,0.5529411764705883,-0.9882352941176471,0.4823529411764706,-0.7176470588235294,0.4823529411764706,-0.5882352941176471,0.32941176470588235,-0.7411764705882353,0.3176470588235294,-1.0,0.27058823529411763,-0.6705882352941176,0.32941176470588235,-0.611764705882353,0.11764705882352941,-0.7411764705882353,0.11764705882352941,-0.9764705882352941,0.09411764705882353,-0.6823529411764706,0.1411764705882353,-0.6,-0.08235294117647059,-0.7176470588235294,-0.10588235294117647,-0.9058823529411765,-0.09411764705882353,-0.7058823529411765,-0.07058823529411765,-0.6235294117647059
a,0.0,0.0,0.38823529411764707,-0.07058823529411765,0.7176470588235294,-0.3058823529411765,0.9294117647058824,-0.5529411764705883,0.9764705882352941,-0.7529411764705882,0.5294117647058824,-0.6941176470588235,0.5529411764705883,-0.9764705882352941,0.4823529411764706,-0.7058823529411765,0.47058823529411764,-0.5882352941176471,0.32941176470588235,-0.7294117647058823,0.3176470588235294,-1.0,0.2823529411764706,-0.6705882352941176,0.32941176470588235,-0.6,0.11764705882352941,-0.7411764705882353,0.11764705882352941,-0.9764705882352941,0.10588235294117647,-0.6823529411764706,0.12941176470588237,-0.6,-0.09411764705882353,-0.7176470588235294,-0.10588235294117647,-0.9058823529411765,-0.09411764705882353,-0.7176470588235294,-0.07058823529411765,-0.6352941176470588
a,0.0,0.0,0.4,-0.07058823529411765,0.7294117647058823,-0.3058823529411765,0.9411764705882353,-0.5529411764705883,0.9764705882352941,-0.7529411764705882,0.5411764705882353,-0.6941176470588235,0.5529411764705883,-0.9882352941176471,0.49411764705882355,-0.7176470588235294,0.49411764705882355,-0.5764705882352941,0.3411764705882353,-0.7294117647058823,0.32941176470588235,-1.0,0.29411764705882354,-0.6823529411764706,0.3411764705882353,-0.6,0.12941176470588237,-0.7294117647058823,0.12941176470588237,-0.9764705882352941,0.11764705882352941,-0.6823529411764706,0.1411764705882353,-0.5882352941176471,-0.08235294117647059,-0.7176470588235294,-0.09411764705882353,-0.9058823529411765,-0.08235294117647059,-0.7058823529411765,-0.058823529411764705,-0.611764705882353
a,0.0,0.0,0.38636363636363635,-0.09090909090909091,0.7045454545454546,-0.32954545454545453,0.8977272727272727,-0.5681818181818182,0.9431818181818182,-0.75,0.5227272727272727,-0.7045454545454546,0.5454545454545454,-0.9772727272727273,0.4772727272727273,-0.7159090909090909,0.4659090909090909,-0.6022727272727273,0.3181818181818182,-0.7386363636363636,0.3068181818181818,-1.0,0.2727272727272727,-0.6818181818181818,0.3181818181818182,-0.6136363636363636,0.125,-0.7386363636363636,0.11363636363636363,-0.9659090909090909,0.10227272727272728,-0.6818181818181818,0.13636363636363635,-0.6022727272727273,-0.07954545454545454,-0.7159090909090909,-0.10227272727272728,-0.8977272727272727,-0.07954545454545454,-0.7045454545454546,-0.056818181818181816,-0.6136363636363636
a,0.0,0.0,0.4,-0.08235294117647059,0.7294117647058823,-0.3176470588235294,0.9294117647058824,-0.5647058823529412,0.9764705882352941,-0.7647058823529411,0.5411764705882353,-0.7058823529411765,0.5647058823529412,-0.9882352941176471,0.49411764705882355,-0.7176470588235294,0.4823529411764706,-0.6,0.32941176470588235,-0.7411764705882353,0.3176470588235294,-1.0,0.2823529411764706,-0.6823529411764706,0.32941176470588235,-0.6235294117647059,0.11764705882352941,-0.7529411764705882,0.11764705882352941,-0.9764705882352941,0.10588235294117647,-0.6823529411764706,0.1411764705882353,-0.611764705882353,-0.09411764705882353,-0.7294117647058823,-0.10588235294117647,-0.9058823529411765,-0.08235294117647059,-0.7176470588235294,-0.07058823529411765,-0.6352941176470588
a,0.0,0.0,0.4,-0.058823529411764705,0.7294117647058823,-0.3058823529411765,0.9294117647058824,-0.5529411764705883,0.9764705882352941,-0.7529411764705882,0.5411764705882353,-0.6823529411764706,0.5647058823529412,-0.9764705882352941,0.49411764705882355,-0.7058823529411765,0.4823529411764706,-0.5882352941176471,0.32941176470588235,-0.7294117647058823,0.32941176470588235,-1.0,0.29411764705882354,-0.6823529411764706,0.32941176470588235,-0.611764705882353,0.11764705882352941,-0.7294117647058823,0.12941176470588237,-0.9764705882352941,0.10588235294117647,-0.6823529411764706,0.1411764705882353,-0.6,-0.09411764705882353,-0.7058823529411765,-0.09411764705882353,-0.9058823529411765,-0.08235294117647059,-0.7058823529411765,-0.07058823529411765,-0.6235294117647059
a,0.0,0.0,0.38823529411764707,-0.07058823529411765,0.7176470588235294,-0.3058823529411765,0.9176470588235294,-0.5529411764705883,0.9764705882352941,-0.7529411764705882,0.5411764705882353,-0.6941176470588235,0.5529411764705883,-0.9764705882352941,0.4823529411764706,-0.7176470588235294,0.4823529411764706,-0.5882352941176471,0.32941176470588235,-0.7411764705882353,0.3176470588235294,-1.0,0.2823529411764706,-0.6823529411764706,0.32941176470588235,-0.6,0.11764705882352941,-0.7411764705882353,0.10588235294117647,-0.9764705882352941,0.10588235294117647,-0.6823529411764706,0.12941176470588237,-0.6,-0.09411764705882353,-0.7176470588235294,-0.10588235294117647,-0.8941176470588236,-0.09411764705882353,-0.7058823529411765,-0.07058823529411765,-0.6235294117647059
a,0.0,0.0,0.4117647058823529,-0.07058823529411765,0.7294117647058823,-0.3058823529411765,0.9411764705882353,-0.5529411764705883,0.9882352941176471,-0.7529411764705882,0.5411764705882353,-0.6823529411764706,0.5647058823529412,-0.9764705882352941,0.5058823529411764,-0.7176470588235294,0.49411764705882355,-0.5764705882352941,0.3411764705882353,-0.7176470588235294,0.32941176470588235,-1.0,0.3058823529411765,-0.6823529411764706,0.3411764705882353,-0.6,0.12941176470588237,-0.7294117647058823,0.12941176470588237,-0.9764705882352941,0.11764705882352941,-0.6941176470588235,0.1411764705882353,-0.6,-0.08235294117647059,-0.7058823529411765,-0.09411764705882353,-0.9058823529411765,-0.07058823529411765,-0.7176470588235294,-0.058823529411764705,-0.6235294117647059
a,0.0,0.0,0.40476190476190477,-0.05952380952380952,0.7261904761904762,-0.2976190476190476,0.9404761904761905,-0.5476190476190477,0.9761904761904762,-0.75,0.5476190476190477,-0.6785714285714286,0.5595238095238095,-0.9761904761904762,0.5,-0.7142857142857143,0.4880952380952381,-0.5833333333333334,0.3333333333333333,-0.7261904761904762,0.32142857142857145,-1.0,0.2857142857142857,-0.6785714285714286,0.3333333333333333,-0.6071428571428571,0.11904761904761904,-0.7261904761904762,0.11904761904761904,-0.9761904761904762,0.10714285714285714,-0.6785714285714286,0.14285714285714285,-0.5952380952380952,-0.09523809523809523,-0.7142857142857143,-0.10714285714285714,-0.9047619047619048,-0.08333333333333333,-0.7142857142857143,-0.07142857142857142,-0.6190476190476191
a,0.0,0.0,0.3953488372093023,-0.08139534883720931,0.7209302325581395,-0.313953488372093,0.9186046511627907,-0.5581395348837209,0.9651162790697675,-0.7441860465116279,0.5348837209302325,-0.6976744186046512,0.5581395348837209,-0.9651162790697675,0.4883720930232558,-0.7093023255813954,0.47674418604651164,-0.5813953488372093,0.3372093023255814,-0.7325581395348837,0.32558139534883723,-1.0,0.29069767441860467,-0.6744186046511628,0.3372093023255814,-0.6046511627906976,0.12790697674418605,-0.7441860465116279,0.11627906976744186,-0.9767441860465116,0.11627906976744186,-0.686046511627907,0.1511627906976744,-0.5930232558139535,-0.08139534883720931,-0.7209302325581395,-0.09302325581395349,-0.9069767441860465,-0.08139534883720931,-0.7209302325581395,-0.046511627906976744,-0.627906976744186
b,0.0,0.0,-0.18316831683168316,-0.039603960396039604,-0.3069306930693069,-0.19306930693069307,-0.2524752475247525,-0.3465346534653465,-0.13861386138613863,-0.42574257425742573,-0.3217821782178218,-0.47029702970297027,-0.3564356435643564,-0.6534653465346535,-0.3712871287128713,-0.7772277227722773,-0.3811881188118812,-0.8861386138613861,-0.19801980198019803,-0.5198019801980198,-0.24752475247524752,-0.7277227722772277,-0.2722772277227723,-0.8663366336633663,-0.297029702970297,-1.0,-0.07920792079207921,-0.5148514851485149,-0.11386138613861387,-0.7178217821782178,-0.13366336633663367,-0.8514851485148515,-0.1485148514851485,-0.9752475247524752,0.04455445544554455,-0.46534653465346537,0.01485148514851485,-0.6188118811881188,0.0,-0.7277227722772277,-0.0049504950495049506,-0.8316831683168316
b,0.0,0.0,-0.16216216216216217,-0.09009009009009009,-0.25675675675675674,-0.25675675675675674,-0.1891891891891892,-0.4009009009009009,-0.07207207207207207,-0.45045045045045046,-0.21171171171171171,-0.5180180180180181,-0.22072072072072071,-0.6936936936936937,-0.21621621621621623,-0.8063063063063063,-0.20270270270270271,-0.9099099099099099,-0.0945945945945946,-0.5405405405405406,-0.1036036036036036,-0.7477477477477478,-0.1036036036036036,-0.8783783783783784,-0.0990990990990991,-1.0,0.013513513513513514,-0.5180180180180181,0.02252252252252252,-0.7117117117117117,0.02702702702702703,-0.8378378378378378,0.03153153153153153,-0.9594594594594594,0.12162162162162163,-0.45045045045045046,0.12612612612612611,-0.6036036036036037,0.13063063063063063,-0.7027027027027027,0.13063063063063063,-0.7972972972972973
b,0.0,0.0,-0.167420814479638,-0.08597285067873303,-0.26244343891402716,-0.25339366515837103,-0.19004524886877827,-0.3936651583710407,-0.07692307692307693,-0.4479638009049774,-0.2171945701357466,-0.5113122171945701,-0.22171945701357465,-0.6923076923076923,-0.2171945701357466,-0.8054298642533937,-0.20361990950226244,-0.9049773755656109,-0.09502262443438914,-0.5384615384615384,-0.1085972850678733,-0.7420814479638009,-0.10407239819004525,-0.8778280542986425,-0.10407239819004525,-1.0,0.013574660633484163,-0.5113122171945701,0.01809954751131222,-0.7058823529411765,0.027149321266968326,-0.8371040723981901,0.03167420814479638,-0.9547511312217195,0.12217194570135746,-0.4479638009049774,0.12669683257918551,-0.6018099547511312,0.13122171945701358,-0.7013574660633484,0.13574660633484162,-0.8009049773755657
b,0.0,0.0,-0.16363636363636364,-0.08636363636363636,-0.2545454545454545,-0.2545454545454545,-0.18181818181818182,-0.39090909090909093,-0.06818181818181818,-0.45454545454545453,-0.21363636363636362,-0.5136363636363637,-0.22727272727272727,-0.6909090909090909,-0.22272727272727272,-0.8090909090909091,-0.20909090909090908,-0.9090909090909091,-0.09545454545454546,-0.5363636363636364,-0.10909090909090909,-0.7454545454545455,-0.10909090909090909,-0.8772727272727273,-0.10909090909090909,-1.0,0.013636363636363636,-0.5136363636363637,0.01818181818181818,-0.7090909090909091,0.022727272727272728,-0.8363636363636363,0.02727272727272727,-0.9590909090909091,0.12272727272727273,-0.45,0.12727272727272726,-0.6,0.1318181818181818,-0.7045454545454546,0.1318181818181818,-0.8045454545454546
b,0.0,0.0,-0.16818181818181818,-0.08181818181818182,-0.2590909090909091,-0.25,-0.18636363636363637,-0.39090909090909093,-0.07272727272727272,-0.45,-0.21818181818181817,-0.509090909090909,-0.22727272727272727,-0.6863636363636364,-0.22272727272727272,-0.8,-0.21363636363636362,-0.9045454545454545,-0.1,-0.5363636363636364,-0.11363636363636363,-0.7454545454545455,-0.11363636363636363,-0.8772727272727273,-0.11363636363636363,-1.0,0.00909090909090909,-0.5136363636363637,0.013636363636363636,-0.7136363636363636,0.01818181818181818,-0.8409090909090909,0.01818181818181818,-0.9590909090909091,0.11818181818181818,-0.45,0.12272727272727273,-0.6045454545454545,0.12727272727272726,-0.7045454545454546,0.1318181818181818,-0.8045454545454546
b,0.0,0.0,-0.16216216216216217,-0.08108108108108109,-0.25675675675675674,-0.24774774774774774,-0.1891891891891892,-0.38738738738738737,-0.07207207207207207,-0.44594594594594594,-0.22072072072072071,-0.5135135135135135,-0.23423423423423423,-0.6846846846846847,-0.22972972972972974,-0.7972972972972973,-0.22072072072072071,-0.8963963963963963,-0.1036036036036036,-0.5405405405405406,-0.11711711711711711,-0.7477477477477478,-0.12162162162162163,-0.8783783783783784,-0.12162162162162163,-1.0,0.0045045045045045045,-0.5135135135135135,0.009009009009009009,-0.7117117117117117,0.013513513513513514,-0.8378378378378378,0.013513513513513514,-0.9594594594594594,0.11711711711711711,-0.45045045045045046,0.11711711711711711,-0.6036036036036037,0.12162162162162163,-0.7027027027027027,0.12162162162162163,-0.7972972972972973
b,0.0,0.0,-0.15765765765765766,-0.08558558558558559,-0.25675675675675674,-0.24774774774774774,-0.1891891891891892,-0.38738738738738737,-0.07207207207207207,-0.45045045045045046,-0.22072072072072071,-0.509009009009009,-0.22972972972972974,-0.6891891891891891,-0.22522522522522523,-0.8018018018018018,-0.21621621621621623,-0.9054054054054054,-0.1036036036036036,-0.536036036036036,-0.11261261261261261,-0.7477477477477478,-0.11261261261261261,-0.8783783783783784,-0.11261261261261261,-1.0,0.0045045045045045045,-0.5135135135135135,0.009009009009009009,-0.7117117117117117,0.013513513513513514,-0.8333333333333334,0.018018018018018018,-0.954954954954955,0.11711711711711711,-0.45045045045045046,0.11711711711711711,-0.6036036036036037,0.12162162162162163,-0.7027027027027027,0.12612612612612611,-0.7927927927927928
b,0.0,0.0,-0.16071428571428573,-0.08035714285714286,-0.26339285714285715,-0.24553571428571427,-0.19196428571428573,-0.38392857142857145,-0.08035714285714286,-0.44642857142857145,-0.21875,-0.5089285714285714,-0.23214285714285715,-0.6830357142857143,-0.22767857142857142,-0.7991071428571429,-0.21875,-0.9017857142857143,-0.10267857142857142,-0.5357142857142857,-0.11607142857142858,-0.7455357142857143,-0.12053571428571429,-0.875,-0.12053571428571429,-1.0,0.0,-0.5133928571428571,0.004464285714285714,-0.7098214285714286,0.008928571428571428,-0.8348214285714286,0.013392857142857142,-0.9508928571428571,0.11160714285714286,-0.45535714285714285,0.11160714285714286,-0.6071428571428571,0.11607142857142858,-0.7008928571428571,0.12053571428571429,-0.7946428571428571
b,0.0,0.0,-0.16666666666666666,-0.07657657657657657,-0.26576576576576577,-0.24324324324324326,-0.1981981981981982,-0.38738738738738737,-0.08108108108108109,-0.44594594594594594,-0.22972972972972974,-0.5045045045045045,-0.23873873873873874,-0.6801801801801802,-0.23423423423423423,-0.7972972972972973,-0.22522522522522523,-0.9009009009009009,-0.11261261261261261,-0.536036036036036,-0.12612612612612611,-0.7432432432432432,-0.12612612612612611,-0.8783783783783784,-0.12612612612612611,-1.0,-0.0045045045045045045,-0.5135135135135135,0.0,-0.7117117117117117,0.009009009009009009,-0.8378378378378378,0.009009009009009009,-0.9594594594594594,0.10810810810810811,-0.45045045045045046,0.10810810810810811,-0.6036036036036037,0.11261261261261261,-0.7027027027027027,0.11711711711711711,-0.7972972972972973
b,0.0,0.0,-0.16071428571428573,-0.08482142857142858,-0.25892857142857145,-0.24553571428571427,-0.19196428571428573,-0.38392857142857145,-0.07589285714285714,-0.44642857142857145,-0.21875,-0.5089285714285714,-0.23214285714285715,-0.6875,-0.22767857142857142,-0.8035714285714286,-0.21875,-0.9017857142857143,-0.10267857142857142,-0.5357142857142857,-0.11607142857142858,-0.7455357142857143,-0.11607142857142858,-0.8794642857142857,-0.11160714285714286,-1.0,0.004464285714285714,-0.5133928571428571,0.004464285714285714,-0.7098214285714286,0.013392857142857142,-0.8348214285714286,0.017857142857142856,-0.9553571428571429,0.11160714285714286,-0.45535714285714285,0.11160714285714286,-0.6071428571428571,0.11607142857142858,-0.7053571428571429,0.12053571428571429,-0.7991071428571429
b,0.0,0.0,-0.16071428571428573,-0.08482142857142858,-0.26339285714285715,-0.24107142857142858,-0.19642857142857142,-0.38392857142857145,-0.07589285714285714,-0.44642857142857145,-0.21428571428571427,-0.5089285714285714,-0.22767857142857142,-0.6875,-0.22321428571428573,-0.8035714285714286,-0.21428571428571427,-0.90625,-0.09821428571428571,-0.5357142857142857,-0.11160714285714286,-0.7455357142857143,-0.11607142857142858,-0.8794642857142857,-0.11160714285714286,-1.0,0.004464285714285714,-0.5133928571428571,0.008928571428571428,-0.7098214285714286,0.013392857142857142,-0.8348214285714286,0.017857142857142856,-0.9553571428571429,0.11607142857142858,-0.45535714285714285,0.11607142857142858,-0.6071428571428571,0.11607142857142858,-0.7053571428571429,0.125,-0.7946428571428571
b,0.0,0.0,-0.16071428571428573,-0.08482142857142858,-0.26339285714285715,-0.24553571428571427,-0.20089285714285715,-0.38392857142857145,-0.08035714285714286,-0.44642857142857145,-0.22321428571428573,-0.5133928571428571,-0.23214285714285715,-0.6919642857142857,-0.22767857142857142,-0.8035714285714286,-0.21875,-0.90625,-0.10714285714285714,-0.5357142857142857,-0.11607142857142858,-0.75,-0.11607142857142858,-0.8794642857142857,-0.11160714285714286,-1.0,0.0,-0.5178571428571429,0.004464285714285714,-0.7142857142857143,0.013392857142857142,-0.8392857142857143,0.017857142857142856,-0.9553571428571429,0.11160714285714286,-0.45535714285714285,0.11160714285714286,-0.6116071428571429,0.11607142857142858,-0.7053571428571429,0.12053571428571429,-0.7991071428571429
b,0.0,0.0,-0.16216216216216217,-0.08558558558558559,-0.26576576576576577,-0.24324324324324326,-0.19369369369369369,-0.38288288288288286,-0.07657657657657657,-0.44594594594594594,-0.22072072072072071,-0.509009009009009,-0.23423423423423423,-0.6891891891891891,-0.22972972972972974,-0.8018018018018018,-0.22072072072072071,-0.9054054054054054,-0.1036036036036036,-0.536036036036036,-0.11711711711711711,-0.7477477477477478,-0.11711711711711711,-0.8783783783783784,-0.11261261261261261,-1.0,0.0045045045045045045,-0.5135135135135135,0.0045045045045045045,-0.7117117117117117,0.009009009009009009,-0.8378378378378378,0.013513513513513514,-0.954954954954955,0.11261261261261261,-0.45045045045045046,0.11261261261261261,-0.6036036036036037,0.11711711711711711,-0.7027027027027027,0.12162162162162163,-0.7972972972972973
b,0.0,0.0,-0.15695067264573992,-0.08520179372197309,-0.2556053811659193,-0.24663677130044842,-0.18834080717488788,-0.38565022421524664,-0.07174887892376682,-0.4484304932735426,-0.21524663677130046,-0.5112107623318386,-0.22869955156950672,-0.6860986547085202,-0.2242152466367713,-0.7982062780269058,-0.21524663677130046,-0.8968609865470852,-0.1031390134529148,-0.5381165919282511,-0.11210762331838565,-0.7443946188340808,-0.11659192825112108,-0.874439461883408,-0.1210762331838565,-1.0,0.004484304932735426,-0.515695067264574,0.008968609865470852,-0.7130044843049327,0.013452914798206279,-0.8340807174887892,0.017937219730941704,-0.9506726457399103,0.11659192825112108,-0.452914798206278,0.11659192825112108,-0.6053811659192825,0.1210762331838565,-0.7040358744394619,0.1210762331838565,-0.7937219730941704
b,0.0,0.0,-0.16216216216216217,-0.08108108108108109,-0.26126126126126126,-0.24324324324324326,-0.1891891891891892,-0.38288288288288286,-0.07657657657657657,-0.44144144144144143,-0.22072072072072071,-0.509009009009009,-0.23423423423423423,-0.6801801801801802,-0.22972972972972974,-0.7927927927927928,-0.22072072072072071,-0.8963963963963963,-0.1036036036036036,-0.536036036036036,-0.11711711711711711,-0.7432432432432432,-0.12162162162162163,-0.8738738738738738,-0.12162162162162163,-1.0,0.0045045045045045045,-0.5135135135135135,0.009009009009009009,-0.7117117117117117,0.009009009009009009,-0.8378378378378378,0.009009009009009009,-0.954954954954955,0.11711711711711711,-0.45495495495495497,0.11711711711711711,-0.6081081081081081,0.12162162162162163,-0.7027027027027027,0.12612612612612611,-0.7927927927927928
